SYMBOL	ENSEMBL
PFKFB1	ENSG00000158571
TRO	ENSG00000067445
MAGED2	ENSG00000102316
GNL3L	ENSG00000130119
FGD1	ENSG00000102302
TSR2	ENSG00000158526
WNK3	ENSG00000196632
FAM120C	ENSG00000184083
PHF8	ENSG00000172943
HUWE1	ENSG00000086758
HSD17B10	ENSG00000072506
RIBC1	ENSG00000158423
SMC1A	ENSG00000072501
IQSEC2	ENSG00000124313
KDM5C	ENSG00000126012
TSPYL2	ENSG00000184205
GPR173	ENSG00000184194
SHROOM2	ENSG00000146950
GPR143	ENSG00000101850
USP51	ENSG00000247746
MAGEH1	ENSG00000187601
RRAGB	ENSG00000083750
KLF8	ENSG00000102349
UBQLN2	ENSG00000188021
NBDY	ENSG00000204272
MAGEA6	ENSG00000197172
MAGEA8	ENSG00000156009
MAGEA2	ENSG00000268606
SAT1	ENSG00000130066
ACOT9	ENSG00000123130
PRDX4	ENSG00000123131
PTCHD1	ENSG00000165186
PHEX	ENSG00000102174
SMS	ENSG00000102172
MBTPS2	ENSG00000012174
SMPX	ENSG00000091482
CNKSR2	ENSG00000149970
RPS6KA3	ENSG00000177189
EIF1AX	ENSG00000173674
MAP7D2	ENSG00000184368
BCLAF3	ENSG00000173681
SH3KBP1	ENSG00000147010
MAP3K15	ENSG00000180815
PDHA1	ENSG00000131828
ADGRG2	ENSG00000173698
PHKA2	ENSG00000044446
PPEF1	ENSG00000086717
RS1	ENSG00000102104
CDKL5	ENSG00000008086
SCML2	ENSG00000102098
RAI2	ENSG00000131831
NHS	ENSG00000188158
REPS2	ENSG00000169891
RBBP7	ENSG00000102054
TXLNG	ENSG00000086712
SYAP1	ENSG00000169895
CTPS2	ENSG00000047230
S100G	ENSG00000169906
GRPR	ENSG00000126010
AP1S2	ENSG00000182287
ZRSR2	ENSG00000169249
ACE2	ENSG00000130234
BMX	ENSG00000102010
PIR	ENSG00000087842
VEGFD	ENSG00000165197
PIGA	ENSG00000165195
ASB11	ENSG00000165192
MOSPD2	ENSG00000130150
FANCB	ENSG00000181544
GEMIN8	ENSG00000046647
GPM6B	ENSG00000046653
OFD1	ENSG00000046651
TRAPPC2	ENSG00000196459
TCEANC	ENSG00000176896
EGFL6	ENSG00000198759
TMSB4X	ENSG00000205542
TLR8	ENSG00000101916
TLR7	ENSG00000196664
PRPS2	ENSG00000101911
FRMPD4	ENSG00000169933
MSL3	ENSG00000005302
ARHGAP6	ENSG00000047648
AMELX	ENSG00000125363
HCCS	ENSG00000004961
MID1	ENSG00000101871
ASMT	ENSG00000196433
HNF4G	ENSG00000164749
ZFHX4	ENSG00000091656
PEX2	ENSG00000164751
PKIA	ENSG00000171033
ZC2HC1A	ENSG00000104427
IL7	ENSG00000104432
STMN2	ENSG00000104435
HEY1	ENSG00000164683
MRPS28	ENSG00000147586
TPD52	ENSG00000076554
ZBTB10	ENSG00000205189
PAG1	ENSG00000076641
FABP5	ENSG00000164687
FABP4	ENSG00000170323
FABP12	ENSG00000197416
IMPA1	ENSG00000133731
SLC10A5	ENSG00000253598
ZFAND1	ENSG00000104231
CHMP4C	ENSG00000164695
SNX16	ENSG00000104497
RALYL	ENSG00000184672
LRRCC1	ENSG00000133739
E2F5	ENSG00000133740
YTHDF3	ENSG00000185728
MIR124-2HG	ENSG00000254377
BHLHE22	ENSG00000180828
CYP7B1	ENSG00000172817
ARMC1	ENSG00000104442
MTFR1	ENSG00000066855
PDE7A	ENSG00000205268
DNAJC5B	ENSG00000147570
TRIM55	ENSG00000147573
CRH	ENSG00000147571
CP	ENSG00000047457
HPS3	ENSG00000163755
HLTF	ENSG00000071794
CPA3	ENSG00000163751
CPB1	ENSG00000153002
TBL1XR1	ENSG00000177565
NAALADL2	ENSG00000177694
NLGN1	ENSG00000169760
SPATA16	ENSG00000144962
ECT2	ENSG00000114346
NCEH1	ENSG00000144959
TNFSF10	ENSG00000121858
GHSR	ENSG00000121853
FNDC3B	ENSG00000075420
TMEM212	ENSG00000186329
PLD1	ENSG00000075651
TNIK	ENSG00000154310
SLC2A2	ENSG00000163581
EIF5A2	ENSG00000163577
RPL22L1	ENSG00000163584
MECOM	ENSG00000085276
ACTRT3	ENSG00000184378
MYNN	ENSG00000085274
LRRC34	ENSG00000171757
LRRIQ4	ENSG00000188306
LRRC31	ENSG00000114248
SEC62	ENSG00000008952
GPR160	ENSG00000173890
PHC3	ENSG00000173889
PRKCI	ENSG00000163558
SKIL	ENSG00000136603
CLDN11	ENSG00000013297
SLC7A14	ENSG00000013293
KCNMB2	ENSG00000197584
ZMAT3	ENSG00000172667
PIK3CA	ENSG00000121879
KCNMB3	ENSG00000171121
MFN1	ENSG00000171109
GNB4	ENSG00000114450
ACTL6A	ENSG00000136518
MRPL47	ENSG00000136522
NDUFB5	ENSG00000136521
USP13	ENSG00000058056
PEX5L	ENSG00000114757
TTC14	ENSG00000163728
CCDC39	ENSG00000284862
FXR1	ENSG00000114416
DNAJC19	ENSG00000205981
SOX2	ENSG00000181449
ATP11B	ENSG00000058063
DCUN1D1	ENSG00000043093
MCCC1	ENSG00000078070
CCDC144B	ENSG00000154874
ACAD9	ENSG00000177646
ANXA5	ENSG00000164111
EXOSC9	ENSG00000123737
CCNA2	ENSG00000145386
BBS7	ENSG00000138686
TRPC3	ENSG00000138741
ADAD1	ENSG00000164113
IL2	ENSG00000109471
IL21	ENSG00000138684
BBS12	ENSG00000181004
FGF2	ENSG00000138685
NUDT6	ENSG00000170917
SPATA5	ENSG00000145375
SPRY1	ENSG00000164056
ANKRD50	ENSG00000151458
FAT4	ENSG00000196159
INTU	ENSG00000164066
SLC25A31	ENSG00000151475
HSPA4L	ENSG00000164070
PLK4	ENSG00000142731
MFSD8	ENSG00000164073
ABHD18	ENSG00000164074
LARP1B	ENSG00000138709
PGRMC2	ENSG00000164040
JADE1	ENSG00000077684
SCLT1	ENSG00000151466
PCDH10	ENSG00000138650
PABPC4L	ENSG00000254535
PCDH18	ENSG00000189184
SLC7A11	ENSG00000151012
NOCT	ENSG00000151014
ELF2	ENSG00000109381
MGARP	ENSG00000137463
NDUFC1	ENSG00000109390
NAA15	ENSG00000164134
RAB33B	ENSG00000172007
SETD7	ENSG00000145391
MGST2	ENSG00000085871
MAML3	ENSG00000196782
FOXO1	ENSG00000150907
COG6	ENSG00000133103
NHLRC3	ENSG00000188811
PROSER1	ENSG00000120685
STOML3	ENSG00000133115
FREM2	ENSG00000150893
UFM1	ENSG00000120686
TRPC4	ENSG00000133107
POSTN	ENSG00000133110
EXOSC8	ENSG00000120699
ALG5	ENSG00000120697
SMAD9	ENSG00000120693
RFXAP	ENSG00000133111
SERTM1	ENSG00000180440
CCNA1	ENSG00000133101
CCDC169	ENSG00000242715
SOHLH2	ENSG00000120669
DCLK1	ENSG00000133083
NBEA	ENSG00000172915
MAB21L1	ENSG00000180660
TM4SF1	ENSG00000169908
TM4SF4	ENSG00000169903
WWTR1	ENSG00000018408
COMMD2	ENSG00000114744
ANKUB1	ENSG00000206199
RNF13	ENSG00000082996
PFN2	ENSG00000070087
TSC22D2	ENSG00000196428
SERP1	ENSG00000120742
EIF2A	ENSG00000144895
SELENOT	ENSG00000198843
ERICH6	ENSG00000163645
SIAH2	ENSG00000181788
MED12L	ENSG00000144893
GPR171	ENSG00000174946
P2RY14	ENSG00000174944
GPR87	ENSG00000138271
P2RY13	ENSG00000181631
P2RY12	ENSG00000169313
IGSF10	ENSG00000152580
AADAC	ENSG00000114771
SUCNR1	ENSG00000198829
MBNL1	ENSG00000152601
P2RY1	ENSG00000169860
RAP2B	ENSG00000181467
ARHGEF26	ENSG00000114790
DHX36	ENSG00000174953
MME	ENSG00000196549
PLCH1	ENSG00000114805
SLC33A1	ENSG00000169359
GMPS	ENSG00000163655
KCNAB1	ENSG00000169282
SSR3	ENSG00000114850
TIPARP	ENSG00000163659
LEKR1	ENSG00000197980
CCNL1	ENSG00000163660
VEPH1	ENSG00000197415
PTX3	ENSG00000163661
SHOX2	ENSG00000168779
RSRC1	ENSG00000174891
MLF1	ENSG00000178053
GFM1	ENSG00000168827
LXN	ENSG00000079257
RARRES1	ENSG00000118849
MFSD1	ENSG00000118855
IQCJ	ENSG00000214216
SCHIP1	ENSG00000151967
IL12A	ENSG00000168811
IFT80	ENSG00000068885
SMC4	ENSG00000113810
TRIM59	ENSG00000213186
KPNA4	ENSG00000186432
ARL14	ENSG00000179674
PPM1L	ENSG00000163590
B3GALNT1	ENSG00000169255
NMD3	ENSG00000169251
SPTSSB	ENSG00000196542
SLITRK3	ENSG00000121871
BCHE	ENSG00000114200
ZBBX	ENSG00000169064
WDR49	ENSG00000174776
PDCD10	ENSG00000114209
SERPINI1	ENSG00000163536
GOLIM4	ENSG00000173905
RAPGEF2	ENSG00000109756
FNIP2	ENSG00000052795
PPID	ENSG00000171497
ETFDH	ENSG00000171503
RXFP1	ENSG00000171509
TMEM144	ENSG00000164124
GRIA2	ENSG00000120251
GLRB	ENSG00000109738
PDGFC	ENSG00000145431
CTSO	ENSG00000256043
TDO2	ENSG00000151790
ASIC5	ENSG00000256394
GUCY1B1	ENSG00000061918
GUCY1A1	ENSG00000164116
MAP9	ENSG00000164114
NPY2R	ENSG00000185149
RBM46	ENSG00000151962
LRAT	ENSG00000121207
FGG	ENSG00000171557
FGA	ENSG00000171560
FGB	ENSG00000171564
PLRG1	ENSG00000171566
DCHS2	ENSG00000197410
SFRP2	ENSG00000145423
TLR2	ENSG00000137462
TMEM131L	ENSG00000121210
MND1	ENSG00000121211
TRIM2	ENSG00000109654
FHDC1	ENSG00000137460
ARFIP1	ENSG00000164144
TIGD4	ENSG00000169989
TMEM154	ENSG00000170006
FBXW7	ENSG00000109670
GATB	ENSG00000059691
FAM160A1	ENSG00000164142
SH3D19	ENSG00000109686
PRSS48	ENSG00000189099
LRBA	ENSG00000198589
MAB21L2	ENSG00000181541
DCLK2	ENSG00000170390
CD5L	ENSG00000073754
FCRL1	ENSG00000163534
FCRL5	ENSG00000143297
ETV3	ENSG00000117036
ARHGEF11	ENSG00000132694
LRRC71	ENSG00000160838
PEAR1	ENSG00000187800
NTRK1	ENSG00000198400
INSRR	ENSG00000027644
SH2D2A	ENSG00000027869
PRCC	ENSG00000143294
HDGF	ENSG00000143321
MRPL24	ENSG00000143314
RRNAD1	ENSG00000143303
ISG20L2	ENSG00000143319
CRABP2	ENSG00000143320
NES	ENSG00000132688
BCAN	ENSG00000132692
HAPLN2	ENSG00000132702
GPATCH4	ENSG00000160818
NAXE	ENSG00000163382
TTC24	ENSG00000187862
IQGAP3	ENSG00000183856
MEF2D	ENSG00000116604
RHBG	ENSG00000132677
TSACC	ENSG00000163467
CCT3	ENSG00000163468
GLMP	ENSG00000198715
TMEM79	ENSG00000163472
SMG5	ENSG00000198952
PAQR6	ENSG00000160781
BGLAP	ENSG00000242252
PMF1	ENSG00000160783
SLC25A44	ENSG00000160785
SEMA4A	ENSG00000196189
LMNA	ENSG00000160789
MEX3A	ENSG00000254726
RAB25	ENSG00000132698
LAMTOR2	ENSG00000116586
UBQLN4	ENSG00000160803
SSR2	ENSG00000163479
ARHGEF2	ENSG00000116584
RXFP4	ENSG00000173080
RIT1	ENSG00000143622
SYT11	ENSG00000132718
GON4L	ENSG00000116580
MSTO1	ENSG00000125459
DAP3	ENSG00000132676
ASH1L	ENSG00000116539
RUSC1	ENSG00000160753
FDPS	ENSG00000160752
PKLR	ENSG00000143627
HCN3	ENSG00000143630
CLK2	ENSG00000176444
SCAMP3	ENSG00000116521
FAM189B	ENSG00000160767
GBA	ENSG00000177628
MTX1	ENSG00000173171
THBS3	ENSG00000169231
MUC1	ENSG00000185499
TRIM46	ENSG00000163462
KRTCAP2	ENSG00000163463
DPM3	ENSG00000179085
SLC50A1	ENSG00000169241
EFNA1	ENSG00000169242
EFNA3	ENSG00000143590
EFNA4	ENSG00000243364
ADAM15	ENSG00000143537
DCST1	ENSG00000163357
DCST2	ENSG00000163354
ZBTB7B	ENSG00000160685
LENEP	ENSG00000163352
FLAD1	ENSG00000160688
CKS1B	ENSG00000173207
SHC1	ENSG00000160691
PYGO2	ENSG00000163348
PBXIP1	ENSG00000163346
PMVK	ENSG00000163344
KCNN3	ENSG00000143603
ADAR	ENSG00000160710
CHRNB2	ENSG00000160716
UBE2Q1	ENSG00000160714
SHE	ENSG00000169291
ATP8B2	ENSG00000143515
HAX1	ENSG00000143575
UBAP2L	ENSG00000143569
TPM3	ENSG00000143549
NUP210L	ENSG00000143552
RPS27	ENSG00000177954
RAB13	ENSG00000143545
JTB	ENSG00000143543
CREB3L4	ENSG00000143578
SLC39A1	ENSG00000143570
CRTC2	ENSG00000160741
DENND4B	ENSG00000198837
GATAD2B	ENSG00000143614
SLC27A3	ENSG00000143554
INTS3	ENSG00000143624
NPR1	ENSG00000169418
ILF2	ENSG00000143621
SNAPIN	ENSG00000143553
CHTOP	ENSG00000160679
S100A1	ENSG00000160678
S100A13	ENSG00000189171
S100A14	ENSG00000189334
S100A16	ENSG00000188643
S100A3	ENSG00000188015
S100A2	ENSG00000196754
S100A4	ENSG00000196154
S100A5	ENSG00000196420
S100A6	ENSG00000197956
S100A7A	ENSG00000184330
S100A8	ENSG00000143546
S100A9	ENSG00000163220
PGLYRP4	ENSG00000163218
PGLYRP3	ENSG00000159527
LOR	ENSG00000203782
LELP1	ENSG00000203784
SPRR2B	ENSG00000196805
SPRR2D	ENSG00000163216
SPRR2E	ENSG00000203785
SPRR1B	ENSG00000169469
SPRR1A	ENSG00000169474
IVL	ENSG00000163207
LCE1C	ENSG00000197084
LCE1E	ENSG00000186226
LCE1F	ENSG00000240386
CRCT1	ENSG00000169509
RPTN	ENSG00000215853
TCHH	ENSG00000159450
TCHHL1	ENSG00000182898
S100A11	ENSG00000163191
S100A10	ENSG00000197747
THEM4	ENSG00000159445
THEM5	ENSG00000196407
C2CD4D	ENSG00000225556
RORC	ENSG00000143365
LINGO4	ENSG00000213171
TDRKH	ENSG00000182134
OAZ3	ENSG00000143450
MRPL9	ENSG00000143436
RIIAD1	ENSG00000178796
CELF3	ENSG00000159409
SNX27	ENSG00000143376
TUFT1	ENSG00000143367
CGN	ENSG00000143375
POGZ	ENSG00000143442
PSMB4	ENSG00000159377
SELENBP1	ENSG00000143416
RFX5	ENSG00000143390
PI4KB	ENSG00000143393
PSMD4	ENSG00000159352
PIP5K1A	ENSG00000143398
VPS72	ENSG00000163159
TMOD4	ENSG00000163157
SCNM1	ENSG00000163156
LYSMD1	ENSG00000163155
TNFAIP8L2	ENSG00000163154
SEMA6C	ENSG00000143434
GABPB2	ENSG00000143458
MLLT11	ENSG00000213190
CDC42SE1	ENSG00000197622
BNIPL	ENSG00000163141
PRUNE1	ENSG00000143363
MINDY1	ENSG00000143409
ANXA9	ENSG00000143412
CERS2	ENSG00000143418
SETDB1	ENSG00000143379
ARNT	ENSG00000143437
CTSK	ENSG00000143387
CTSS	ENSG00000163131
HORMAD1	ENSG00000143452
GOLPH3L	ENSG00000143457
ENSA	ENSG00000143420
MCL1	ENSG00000143384
ADAMTSL4	ENSG00000143382
ECM1	ENSG00000143369
TARS2	ENSG00000143374
RPRD2	ENSG00000163125
PRPF3	ENSG00000117360
MRPS21	ENSG00000266472
CIART	ENSG00000159208
APH1A	ENSG00000117362
ANP32E	ENSG00000143401
PLEKHO1	ENSG00000023902
VPS45	ENSG00000136631
OTUD7B	ENSG00000264522
MTMR11	ENSG00000014914
SF3B4	ENSG00000143368
SV2A	ENSG00000159164
BOLA1	ENSG00000178096
TXNIP	ENSG00000265972
POLR3GL	ENSG00000121851
ANKRD34A	ENSG00000272031
LIX1L	ENSG00000271601
RBM8A	ENSG00000265241
PEX11B	ENSG00000131779
ITGA10	ENSG00000143127
ANKRD35	ENSG00000198483
PIAS3	ENSG00000131788
NUDT17	ENSG00000186364
POLR3C	ENSG00000186141
RNF115	ENSG00000265491
CD160	ENSG00000117281
PDZK1	ENSG00000174827
GJA5	ENSG00000265107
GJA8	ENSG00000121634
ACP6	ENSG00000162836
BCL9	ENSG00000116128
CHD1L	ENSG00000131778
FMO5	ENSG00000131781
PRKAB2	ENSG00000131791
PDE4DIP	ENSG00000178104
SEC22B	ENSG00000265808
NOTCH2	ENSG00000134250
ADAM30	ENSG00000134249
REG4	ENSG00000134193
HMGCS2	ENSG00000134240
PHGDH	ENSG00000092621
HSD3B2	ENSG00000203859
HAO2	ENSG00000116882
WARS2	ENSG00000116874
TBX15	ENSG00000092607
SPAG17	ENSG00000155761
WDR3	ENSG00000065183
GDAP2	ENSG00000196505
MAN1A2	ENSG00000198162
VTCN1	ENSG00000134258
TRIM45	ENSG00000134253
TTF2	ENSG00000116830
CD101	ENSG00000134256
PTGFRN	ENSG00000134247
CD2	ENSG00000116824
IGSF3	ENSG00000143061
ATP1A1	ENSG00000163399
MAB21L3	ENSG00000173212
SLC22A15	ENSG00000163393
NHLH2	ENSG00000177551
CASQ2	ENSG00000118729
VANGL1	ENSG00000173218
NGF	ENSG00000134259
TSPAN2	ENSG00000134198
TSHB	ENSG00000134200
SYCP1	ENSG00000198765
SIKE1	ENSG00000052723
CSDE1	ENSG00000009307
NRAS	ENSG00000213281
AMPD1	ENSG00000116748
DENND2C	ENSG00000175984
BCAS2	ENSG00000116752
TRIM33	ENSG00000197323
SYT6	ENSG00000134207
OLFML3	ENSG00000116774
HIPK1	ENSG00000163349
DCLRE1B	ENSG00000118655
AP4B1	ENSG00000134262
BCL2L15	ENSG00000188761
PTPN22	ENSG00000134242
RSBN1	ENSG00000081019
PHTF1	ENSG00000116793
MAGI3	ENSG00000081026
LRIG2	ENSG00000198799
SLC16A1	ENSG00000155380
PPM1J	ENSG00000155367
RHOC	ENSG00000155366
MOV10	ENSG00000155363
CAPZA1	ENSG00000116489
ST7L	ENSG00000007341
WNT2B	ENSG00000134245
CTTNBP2NL	ENSG00000143079
KCND3	ENSG00000171385
DDX20	ENSG00000064703
RAP1A	ENSG00000116473
ADORA3	ENSG00000282608
TMIGD3	ENSG00000121933
WDR77	ENSG00000116455
OVGP1	ENSG00000085465
PIFO	ENSG00000173947
DENND2D	ENSG00000162777
CEPT1	ENSG00000134255
DRAM2	ENSG00000156171
LRIF1	ENSG00000121931
CD53	ENSG00000143119
KCNA3	ENSG00000177272
KCNA2	ENSG00000177301
PROK1	ENSG00000143125
LAMTOR5	ENSG00000134248
SLC16A4	ENSG00000168679
RBM15	ENSG00000162775
KCNC4	ENSG00000116396
SLC6A17	ENSG00000197106
ALX3	ENSG00000156150
STRIP1	ENSG00000143093
AHCYL1	ENSG00000168710
CSF1	ENSG00000184371
EPS8L3	ENSG00000198758
GSTM5	ENSG00000134201
GSTM3	ENSG00000134202
GSTM2	ENSG00000213366
GSTM1	ENSG00000134184
GSTM4	ENSG00000168765
AMPD2	ENSG00000116337
GNAT2	ENSG00000134183
GNAI3	ENSG00000065135
GPR61	ENSG00000156097
AMIGO1	ENSG00000181754
CYB561D1	ENSG00000174151
ATXN7L2	ENSG00000162650
SYPL2	ENSG00000143028
PSMA5	ENSG00000143106
SORT1	ENSG00000134243
MYBPHL	ENSG00000221986
PSRC1	ENSG00000134222
CELSR2	ENSG00000143126
TMEM167B	ENSG00000215717
TAF13	ENSG00000197780
WDR47	ENSG00000085433
CLCC1	ENSG00000121940
GPSM2	ENSG00000121957
AKNAD1	ENSG00000162641
STXBP3	ENSG00000116266
FNDC7	ENSG00000143107
PRPF38B	ENSG00000134186
HENMT1	ENSG00000162639
FAM102B	ENSG00000162636
SLC25A24	ENSG00000085491
VAV3	ENSG00000134215
NTNG1	ENSG00000162631
PRMT6	ENSG00000198890
RNPC3	ENSG00000185946
COL11A1	ENSG00000060718
S1PR1	ENSG00000170989
DPH5	ENSG00000117543
SLC30A7	ENSG00000162695
EXTL2	ENSG00000162694
VCAM1	ENSG00000162692
GPR88	ENSG00000181656
CDC14A	ENSG00000079335
RTCA	ENSG00000137996
DBT	ENSG00000137992
LRRC39	ENSG00000122477
TRMT13	ENSG00000122435
SASS6	ENSG00000156876
MFSD14A	ENSG00000156875
SLC35A3	ENSG00000117620
AGL	ENSG00000162688
FRRS1	ENSG00000156869
PALMD	ENSG00000099260
PLPPR4	ENSG00000117600
PLPPR5	ENSG00000117598
SNX7	ENSG00000162627
DPYD	ENSG00000188641
PTBP2	ENSG00000117569
RWDD3	ENSG00000122481
ALG14	ENSG00000172339
CNN3	ENSG00000117519
SLC44A3	ENSG00000143036
F3	ENSG00000117525
ABCD3	ENSG00000117528
ARHGAP29	ENSG00000137962
ABCA4	ENSG00000198691
GCLM	ENSG00000023909
DNTTIP2	ENSG00000067334
BCAR3	ENSG00000137936
FNBP1L	ENSG00000137942
PDE5A	ENSG00000138735
FABP2	ENSG00000145384
USP53	ENSG00000145390
MYOZ2	ENSG00000172399
SYNPO2	ENSG00000172403
SEC24D	ENSG00000150961
METTL14	ENSG00000145388
PRSS12	ENSG00000164099
NDST3	ENSG00000164100
TRAM1L1	ENSG00000174599
NDST4	ENSG00000138653
ARSJ	ENSG00000180801
CAMK2D	ENSG00000145349
ANK2	ENSG00000145362
LARP7	ENSG00000174720
ZGRF1	ENSG00000138658
NEUROG2	ENSG00000178403
ALPK1	ENSG00000073331
TIFA	ENSG00000145365
AP1AR	ENSG00000138660
FAM241A	ENSG00000174749
PITX2	ENSG00000164093
ENPEP	ENSG00000138792
ELOVL6	ENSG00000170522
EGF	ENSG00000138798
LRIT3	ENSG00000183423
RRH	ENSG00000180245
GAR1	ENSG00000109534
CFI	ENSG00000205403
PLA2G12A	ENSG00000123739
CASP6	ENSG00000138794
MCUB	ENSG00000005059
SEC24B	ENSG00000138802
COL25A1	ENSG00000188517
ETNPPL	ENSG00000164089
OSTC	ENSG00000198856
RPL34	ENSG00000109475
LEF1	ENSG00000138795
HADH	ENSG00000138796
CYP2U1	ENSG00000155016
SGMS2	ENSG00000164023
PAPSS1	ENSG00000138801
DKK2	ENSG00000155011
GIMD1	ENSG00000250298
AIMP1	ENSG00000164022
TBCK	ENSG00000145348
NPNT	ENSG00000168743
GSTCD	ENSG00000138780
INTS12	ENSG00000138785
ARHGEF38	ENSG00000236699
PPA2	ENSG00000138777
TET2	ENSG00000168769
CXXC4	ENSG00000168772
TACR3	ENSG00000169836
CENPE	ENSG00000138778
BDH2	ENSG00000164039
SLC9B2	ENSG00000164038
SLC9B1	ENSG00000164037
CISD2	ENSG00000145354
UBE2D3	ENSG00000109332
MANBA	ENSG00000109323
NFKB1	ENSG00000109320
SLC39A8	ENSG00000138821
BANK1	ENSG00000153064
PPP3CA	ENSG00000138814
EMCN	ENSG00000164035
DDIT4L	ENSG00000145358
DNAJB14	ENSG00000164031
LAMTOR3	ENSG00000109270
DAPP1	ENSG00000070190
MTTP	ENSG00000138823
TRMT10A	ENSG00000145331
ADH7	ENSG00000196344
ADH4	ENSG00000198099
ADH5	ENSG00000197894
METAP1	ENSG00000164024
EIF4E	ENSG00000151247
TSPAN5	ENSG00000168785
RAP1GDS1	ENSG00000138698
STPG2	ENSG00000163116
UNC5C	ENSG00000182168
BMPR1B	ENSG00000138696
PDLIM5	ENSG00000163110
GBP5	ENSG00000154451
GBP7	ENSG00000213512
GBP3	ENSG00000117226
GBP2	ENSG00000162645
KYAT3	ENSG00000137944
GTF2B	ENSG00000137947
PKN2	ENSG00000065243
LMO4	ENSG00000143013
HS2ST1	ENSG00000153936
SELENOF	ENSG00000183291
SH3GLB1	ENSG00000097033
CLCA1	ENSG00000016490
CLCA2	ENSG00000137975
ODF2L	ENSG00000122417
COL24A1	ENSG00000171502
ZNHIT6	ENSG00000117174
DDAH1	ENSG00000153904
BCL10	ENSG00000142867
SYDE2	ENSG00000097096
WDR63	ENSG00000162643
MCOLN3	ENSG00000055732
MCOLN2	ENSG00000153898
LPAR3	ENSG00000171517
SSX2IP	ENSG00000117155
CTBS	ENSG00000117151
SPATA1	ENSG00000122432
GNG5	ENSG00000174021
RPF1	ENSG00000117133
DNASE2B	ENSG00000137976
SAMD13	ENSG00000203943
PRKACB	ENSG00000142875
TTLL7	ENSG00000137941
ADGRL2	ENSG00000117114
ADGRL4	ENSG00000162618
IFI44	ENSG00000137965
IFI44L	ENSG00000137959
PTGFR	ENSG00000122420
GIPC2	ENSG00000137960
DNAJB4	ENSG00000162616
FUBP1	ENSG00000162613
NEXN	ENSG00000162614
MIGA1	ENSG00000180488
USP33	ENSG00000077254
ZZZ3	ENSG00000036549
AK5	ENSG00000154027
PIGK	ENSG00000142892
ST6GALNAC5	ENSG00000117069
ST6GALNAC3	ENSG00000184005
ASB17	ENSG00000154007
MSH4	ENSG00000057468
RABGGTB	ENSG00000137955
ACADM	ENSG00000117054
SLC44A5	ENSG00000137968
LHX8	ENSG00000162624
TYW3	ENSG00000162623
CRYZ	ENSG00000116791
ERICH3	ENSG00000178965
TNNI3K	ENSG00000116783
FPGT	ENSG00000254685
LRRIQ3	ENSG00000162620
NEGR1	ENSG00000172260
ZRANB2	ENSG00000132485
PTGER3	ENSG00000050628
CTH	ENSG00000116761
ANKRD13C	ENSG00000118454
SRSF11	ENSG00000116754
LRRC40	ENSG00000066557
LRRC7	ENSG00000033122
RPE65	ENSG00000116745
WLS	ENSG00000116729
TMEM68	ENSG00000167904
TGS1	ENSG00000137574
LYN	ENSG00000254087
RPS20	ENSG00000008988
MOS	ENSG00000172680
PLAG1	ENSG00000181690
CHCHD7	ENSG00000170791
PENK	ENSG00000181195
IMPAD1	ENSG00000104331
FAM110B	ENSG00000169122
UBXN2B	ENSG00000215114
CYP7A1	ENSG00000167910
SDCBP	ENSG00000137575
NSMAF	ENSG00000035681
TOX	ENSG00000198846
RAB2A	ENSG00000104388
CHD7	ENSG00000171316
CLVS1	ENSG00000177182
ASPH	ENSG00000198363
GDF6	ENSG00000156466
PLEKHF2	ENSG00000175895
NDUFAF6	ENSG00000156170
CCNE2	ENSG00000175305
INTS8	ENSG00000164941
DPY19L4	ENSG00000156162
ESRP1	ENSG00000104413
VIRMA	ENSG00000164944
RAD54B	ENSG00000197275
FSBP	ENSG00000265817
GEM	ENSG00000164949
CDH17	ENSG00000079112
PDP1	ENSG00000164951
TMEM67	ENSG00000164953
FAM92A	ENSG00000188343
TRIQK	ENSG00000205133
RUNX1T1	ENSG00000079102
SLC26A7	ENSG00000147606
OTUD6B	ENSG00000155100
NECAB1	ENSG00000123119
TMEM64	ENSG00000180694
DECR1	ENSG00000104325
NBN	ENSG00000104320
OSGIN2	ENSG00000164823
RIPK2	ENSG00000104312
MMP16	ENSG00000156103
CNBD1	ENSG00000176571
CPNE3	ENSG00000085719
RMDN1	ENSG00000176623
WWP1	ENSG00000123124
ATP6V0D2	ENSG00000147614
TTPA	ENSG00000137561
GGH	ENSG00000137563
NKAIN3	ENSG00000185942
CCNC	ENSG00000112237
TSTD3	ENSG00000279170
USP45	ENSG00000123552
PNISR	ENSG00000132424
COQ3	ENSG00000132423
FAXC	ENSG00000146267
FBXL4	ENSG00000112234
POU3F2	ENSG00000184486
MMS22L	ENSG00000146263
KLHL32	ENSG00000186231
NDUFAF4	ENSG00000123545
GPR63	ENSG00000112218
FHL5	ENSG00000112214
UFL1	ENSG00000014123
FUT9	ENSG00000172461
MANEA	ENSG00000172469
EPHA7	ENSG00000135333
MAP3K7	ENSG00000135341
BACH2	ENSG00000112182
GJA10	ENSG00000135355
CASP8AP2	ENSG00000118412
MDN1	ENSG00000112159
LYRM2	ENSG00000083099
ANKRD6	ENSG00000135299
RRAGD	ENSG00000025039
UBE2J1	ENSG00000198833
GABRR2	ENSG00000111886
GABRR1	ENSG00000146276
PM20D2	ENSG00000146281
SRSF12	ENSG00000154548
PNRC1	ENSG00000146278
RNGTT	ENSG00000111880
CNR1	ENSG00000118432
SPACA1	ENSG00000118434
